yaw_angle,Time(s),rotor power (W)
282,20234.202301,1368863.43941
282,20234.252301,1351294.34582
282,20234.302301,1458697.54931
282,20234.352301,1409516.96864
282,20234.402301,1411153.73434
282,20234.452301,1440720.46448
282,20234.502301,1459557.16228
282,20234.552301,1474770.61626
282,20234.602301,1462857.72849
282,20234.652301,1468070.09661
282,20234.702301,1480844.68103
282,20234.752301,1492000.46464
282,20234.802301,1470893.67772
282,20234.852301,1413280.1578
282,20234.902301,1393175.65223
282,20234.952301,1411735.56485
282,20235.002301,1437434.58543
282,20235.052301,1431235.91676
282,20235.102301,1396131.89479
282,20235.152301,1446840.3034
282,20235.202301,1397452.27455
282,20235.252301,1376731.84513
282,20235.302301,1362906.70504
282,20235.352301,1378509.01473
282,20235.402301,1407590.00883
282,20235.452301,1405610.06826
282,20235.502301,1343292.32699
282,20235.552301,1293478.33872
282,20235.602301,1300982.27713
282,20235.652301,1370074.97411
282,20235.702301,1434576.47284
282,20235.752301,1419980.93666
282,20235.802301,1463673.7414
282,20235.852301,1358888.08428
282,20235.902301,1390314.69069
282,20235.952301,1365763.82023
282,20236.002301,1385931.90935
282,20236.052301,1374657.01779
282,20236.102301,1383424.49446
282,20236.152301,1400978.00616
282,20236.202301,1405525.04828
282,20236.252301,1405776.35855
282,20236.302301,1344594.45397
282,20236.352301,1344159.73942
282,20236.402301,1443041.81096
282,20236.452301,1416148.8809
282,20236.502301,1368403.16292
282,20236.552301,1358969.9413
282,20236.602301,1528343.87342
282,20236.652301,1511610.94882
282,20236.702301,1499505.16694
282,20236.752301,1492554.26858
282,20236.802301,1545607.84967
282,20236.852301,1634332.30761
282,20236.902301,1656517.49069
282,20236.952301,1674828.58208
282,20237.002301,1660198.33079
282,20237.052301,1636199.76915
282,20237.102301,1698479.04055
282,20237.152301,1672159.78133
282,20237.202301,1622399.54514
282,20237.252301,1571034.44926
282,20237.302301,1503031.26368
282,20237.352301,1509951.38152
282,20237.402301,1441140.016
282,20237.452301,1515128.91519
282,20237.502301,1450542.92571
282,20237.552301,1389563.12196
282,20237.602301,1409036.07615
282,20237.652301,1421772.36761
282,20237.702301,1424574.59981
282,20237.752301,1404019.70962
282,20237.802301,1338837.54288
282,20237.852301,1317038.16044
282,20237.902301,1318568.7442
282,20237.952301,1357818.55307
282,20238.002301,1374999.60984
282,20238.052301,1367047.01353
282,20238.102301,1469322.8934
282,20238.152301,1418580.29414
282,20238.202301,1431715.74876
282,20238.252301,1418721.90816
282,20238.302301,1399655.37269
282,20238.352301,1417825.31508
282,20238.402301,1421167.75399
282,20238.452301,1422781.87047
282,20238.502301,1456151.75627
282,20238.552301,1500024.58422
282,20238.602301,1448911.85929
282,20238.652301,1345744.98258
282,20238.702301,1430969.35182
282,20238.752301,1378677.49903
282,20238.802301,1366571.23964
282,20238.852301,1376588.72183
282,20238.902301,1518134.93538
282,20238.952301,1578725.95361
282,20239.002301,1601992.80883
282,20239.052301,1577104.8147
282,20239.102301,1555923.43659
282,20239.152301,1533908.35568
282,20239.202301,1574590.9545
282,20239.252301,1668943.21057
282,20239.302301,1681158.28041
282,20239.352301,1674892.04134
282,20239.402301,1621241.55565
282,20239.452301,1596433.30452
282,20239.502301,1674905.3323
282,20239.552301,1712494.25455
282,20239.602301,1637490.04028
282,20239.652301,1564349.76234
282,20239.702301,1474913.28544
282,20239.752301,1496670.56858
282,20239.802301,1439775.92396
282,20239.852301,1363984.27914
282,20239.902301,1399639.16384
282,20239.952301,1431227.02547
282,20240.002301,1420092.74091
282,20240.052301,1450844.00803
282,20240.102301,1524707.28719
282,20240.152301,1565974.75048
282,20240.202301,1544921.38831
282,20240.252301,1535648.04247
282,20240.302301,1508653.45534
282,20240.352301,1473768.98511
282,20240.402301,1538510.42229
282,20240.452301,1425120.45927
282,20240.502301,1381998.27086
282,20240.552301,1368056.13029
282,20240.602301,1404623.28607
282,20240.652301,1460475.81222
282,20240.702301,1494702.54187
282,20240.752301,1539260.81387
282,20240.802301,1532811.45998
282,20240.852301,1507871.79841
282,20240.902301,1474150.79715
282,20240.952301,1439898.24946
282,20241.002301,1658918.50028
282,20241.052301,1636015.71613
282,20241.102301,1625332.5179
282,20241.152301,1648087.41089
282,20241.202301,1759061.08641
282,20241.252301,1737026.16076
282,20241.302301,1690134.39412
282,20241.352301,1674529.72966
282,20241.402301,1682650.74849
282,20241.452301,1653141.25752
282,20241.502301,1619560.10999
282,20241.552301,1606195.73119
282,20241.602301,1618037.70011
282,20241.652301,1659671.6707
282,20241.702301,1638075.40474
282,20241.752301,1632385.13814
282,20241.802301,1609040.37644
282,20241.852301,1637333.94002
282,20241.902301,1618452.71454
282,20241.952301,1570191.60472
282,20242.002301,1516880.36815
282,20242.052301,1491775.90218
282,20242.102301,1462100.14446
282,20242.152301,1460312.0865
282,20242.202301,1531437.14559
282,20242.252301,1517812.36713
282,20242.302301,1501451.73451
282,20242.352301,1536797.61167
282,20242.402301,1595922.50283
282,20242.452301,1653118.94959
282,20242.502301,1629769.74876
282,20242.552301,1642079.68071
282,20242.602301,1635464.54214
282,20242.652301,1652216.52319
282,20242.702301,1768159.38289
282,20242.752301,1671231.06005
282,20242.802301,1630662.95377
282,20242.852301,1567173.29047
282,20242.902301,1614291.06653
282,20242.952301,1635827.24936
282,20243.002301,1633241.37974
282,20243.052301,1659227.30944
282,20243.102301,1622136.51267
282,20243.152301,1643297.92771
282,20243.202301,1600753.64535
282,20243.252301,1590327.58316
282,20243.302301,1743576.06336
282,20243.352301,1714690.98887
282,20243.402301,1753418.37449
282,20243.452301,1713775.96329
282,20243.502301,1813751.55186
282,20243.552301,1751136.48982
282,20243.602301,1736852.74443
282,20243.652301,1740200.06569
282,20243.702301,1706390.55348
282,20243.752301,1723000.37866
282,20243.802301,1760724.17021
282,20243.852301,1838685.30586
282,20243.902301,1797611.3787
282,20243.952301,1754838.84503
282,20244.002301,1749253.12614
282,20244.052301,1700602.40026
282,20244.102301,1609313.44416
282,20244.152301,1602810.11717
282,20244.202301,1631287.23176
282,20244.252301,1653358.062
282,20244.302301,1633527.80966
282,20244.352301,1657439.19354
282,20244.402301,1634679.20428
282,20244.452301,1736152.94025
282,20244.502301,1746247.52159
282,20244.552301,1757757.84698
282,20244.602301,1753643.09932
282,20244.652301,1712473.88582
282,20244.702301,1675236.45522
282,20244.752301,1678588.24212
282,20244.802301,1655241.32658
282,20244.852301,1698625.69711
282,20244.902301,1696381.07
282,20244.952301,1830754.13413
282,20245.002301,1802587.59675
282,20245.052301,1780094.6939
282,20245.102301,1819718.76347
282,20245.152301,1817419.78563
282,20245.202301,1822913.30237
282,20245.252301,1781318.23077
282,20245.302301,1787747.19445
282,20245.352301,1783806.93624
282,20245.402301,1840845.31498
282,20245.452301,1838129.01546
282,20245.502301,1746647.75325
282,20245.552301,1764088.59469
282,20245.602301,1642448.78083
282,20245.652301,1650061.2742
282,20245.702301,1703898.69303
282,20245.752301,1884479.25584
282,20245.802301,1900521.38219
282,20245.852301,1899175.7707
282,20245.902301,1867974.69562
282,20245.952301,1881009.7741
282,20246.002301,1874964.46146
282,20246.052301,1837739.09391
282,20246.102301,1871150.03865
282,20246.152301,1871986.77906
282,20246.202301,1915121.38251
282,20246.252301,1900833.23278
282,20246.302301,1847033.85586
282,20246.352301,1781296.46605
282,20246.402301,1771926.98466
282,20246.452301,1751788.95031
282,20246.502301,1784574.45354
282,20246.552301,1748860.91477
282,20246.602301,1888698.41933
282,20246.652301,1817482.45747
282,20246.702301,1761948.29566
282,20246.752301,1761255.59069
282,20246.802301,1801405.26608
282,20246.852301,1796131.24312
282,20246.902301,1826820.46878
282,20246.952301,1877068.62058
282,20247.002301,1905800.90465
282,20247.052301,1869858.08749
282,20247.102301,1865604.93591
282,20247.152301,1836333.86312
282,20247.202301,1774686.60983
282,20247.252301,1915254.63972
282,20247.302301,1898950.01287
282,20247.352301,1904323.80014
282,20247.402301,1848883.4587
282,20247.452301,1822215.25486
282,20247.502301,1801224.43374
282,20247.552301,1757317.78002
282,20247.602301,1744411.1236
282,20247.652301,1797996.89252
282,20247.702301,1825033.57388
282,20247.752301,1776350.5982
282,20247.802301,1856794.62658
282,20247.852301,1812044.16811
282,20247.902301,1766047.80049
282,20247.952301,1761215.95444
282,20248.002301,1977696.17489
282,20248.052301,1999088.24163
282,20248.102301,2041430.6155
282,20248.152301,2032321.26669
282,20248.202301,1965744.16285
282,20248.252301,1885913.11584
282,20248.302301,1889106.98118
282,20248.352301,1928312.00483
282,20248.402301,1962169.62814
282,20248.452301,1885639.8956
282,20248.502301,1878217.71345
282,20248.552301,1860894.81418
282,20248.602301,1870610.09885
282,20248.652301,1871385.73487
282,20248.702301,1871247.19992
282,20248.752301,1906731.87864
282,20248.802301,1884856.63923
282,20248.852301,1949645.77262
282,20248.902301,1876103.33112
282,20248.952301,1921374.05965
282,20249.002301,1931360.17288
282,20249.052301,1944719.64406
282,20249.102301,1916999.19277
282,20249.152301,1953055.59232
282,20249.202301,1993745.65259
282,20249.252301,1987280.13591
282,20249.302301,1949333.79031
282,20249.352301,2002190.66049
282,20249.402301,1958343.29772
282,20249.452301,2103265.4753
282,20249.502301,2051375.48292
282,20249.552301,2043236.14232
282,20249.602301,2040685.44132
282,20249.652301,2041179.66999
282,20249.702301,2018187.2921
282,20249.752301,1979744.58472
282,20249.802301,1894931.31393
282,20249.852301,1881262.31734
282,20249.902301,1923237.31081
282,20249.952301,1903074.78541
282,20250.002301,1885000.84233
282,20250.052301,1988368.5547
282,20250.102301,2029352.86624
282,20250.152301,2027187.54689
282,20250.202301,2011613.6947
282,20250.252301,2131920.22181
282,20250.302301,2098163.53471
282,20250.352301,2116896.85743
282,20250.402301,2082920.32119
282,20250.452301,1984841.6026
282,20250.502301,1979441.30649
282,20250.552301,2017824.40246
282,20250.602301,2078315.09322
282,20250.652301,2088218.29022
282,20250.702301,2027749.46796
282,20250.752301,1937475.43972
282,20250.802301,1897774.7401
282,20250.852301,1898922.52931
282,20250.902301,1918894.71352
282,20250.952301,2038079.98368
282,20251.002301,2041767.5249
282,20251.052301,2147339.51697
282,20251.102301,2147521.1159
282,20251.152301,2149715.87576
282,20251.202301,2145671.08424
282,20251.252301,2098402.53282
282,20251.302301,2039057.54212
282,20251.352301,2028337.55484
282,20251.402301,1970807.07415
282,20251.452301,1937444.19786
282,20251.502301,1971495.26312
282,20251.552301,2070094.59594
282,20251.602301,2121090.23499
282,20251.652301,2257107.88464
282,20251.702301,2136787.84782
282,20251.752301,2071823.27494
282,20251.802301,2113507.81291
282,20251.852301,2101141.49819
282,20251.902301,2060806.01164
282,20251.952301,2044353.20027
282,20252.002301,2090086.84957
282,20252.052301,2171267.3227
282,20252.102301,2226868.24251
282,20252.152301,2187447.58423
282,20252.202301,2128543.89311
282,20252.252301,2215429.5935
282,20252.302301,2140160.89328
282,20252.352301,2104617.06861
282,20252.402301,2099643.20182
282,20252.452301,2328074.16393
282,20252.502301,2297548.75523
282,20252.552301,2239044.21567
282,20252.602301,2236267.10772
282,20252.652301,2148924.04681
282,20252.702301,2187871.41044
282,20252.752301,2260079.17794
282,20252.802301,2180607.61381
282,20252.852301,2166653.13315
282,20252.902301,2143429.00329
285,19611.852301,1072117.85698
285,19697.2317757,1080236.53727
285,19785.7592785,1201739.82574
285,19876.1866489,1594999.64697
285,19962.7569917,947105.735915
285,20050.1162413,1373380.72091
285,20138.5924628,1119375.14011
285,20222.852301,1500544.05993
285,20222.902301,1447135.85674
285,20222.952301,1166448.73785
285,20223.002301,955300.735882
285,20223.052301,1024498.30981
285,20223.102301,1151176.77131
285,20223.152301,1032824.16756
285,20223.202301,886319.879038
285,20223.252301,898704.270205
285,20223.302301,950414.257297
285,20223.352301,921696.628629
285,20223.402301,868444.241843
285,20223.452301,839147.351354
285,20223.502301,866437.997691
285,20223.552301,1011045.78986
285,20223.602301,1206079.19118
285,20223.652301,1451740.27594
285,20223.702301,1612638.65764
285,20223.752301,1662538.47158
285,20223.802301,1687164.79885
285,20223.852301,1711965.46795
285,20223.902301,1677067.12375
285,20223.952301,1704937.49734
285,20224.002301,1672360.74386
285,20224.052301,1711771.81469
285,20224.102301,1688631.04551
285,20224.152301,1652075.18859
285,20224.202301,1639633.11254
285,20224.252301,1672286.94012
285,20224.302301,1674557.22725
285,20224.352301,1675841.3567
285,20224.402301,1735926.75891
285,20224.452301,1912159.36066
285,20224.502301,1907789.34186
285,20224.552301,1962673.58719
285,20224.602301,1858040.3965
285,20224.652301,1897451.25323
285,20224.702301,1934346.75136
285,20224.752301,1953883.31726
285,20224.802301,1883840.26773
285,20224.852301,1842215.09963
285,20224.902301,1825476.31936
285,20224.952301,1779115.45895
285,20225.002301,1790882.61439
285,20225.052301,1736039.55264
285,20225.102301,1779127.79377
285,20225.152301,1632068.61628
285,20225.202301,1556638.91193
285,20225.252301,1641141.47493
285,20225.302301,1674075.76617
285,20225.352301,1586784.78876
285,20225.402301,1531712.26519
285,20225.452301,1450641.35804
285,20225.502301,1349551.31986
285,20225.552301,1290973.52465
285,20225.602301,1291721.55675
285,20225.652301,1340020.49431
285,20225.702301,1332868.95009
285,20225.752301,1305704.1311
285,20225.802301,1276889.83524
285,20225.852301,1297200.27421
285,20225.902301,1333901.18699
285,20225.952301,1381176.79788
285,20226.002301,1366063.15595
285,20226.052301,1337212.00785
285,20226.102301,1405765.34617
285,20226.152301,1407884.59683
285,20226.202301,1467820.61632
285,20226.252301,1437799.87609
285,20226.302301,1393472.03492
285,20226.352301,1347940.69518
285,20226.402301,1367971.78027
285,20226.452301,1378940.25137
285,20226.502301,1406698.70922
285,20226.552301,1466254.08094
285,20226.602301,1546537.21271
285,20226.652301,1561380.13378
285,20226.702301,1498332.94585
285,20226.752301,1548222.59109
285,20226.802301,1481793.69157
285,20226.852301,1515561.27554
285,20226.902301,1541536.11543
285,20226.952301,1579455.77493
285,20227.002301,1615455.14496
285,20227.052301,1638534.27289
285,20227.102301,1627348.58415
285,20227.152301,1635850.71578
285,20227.202301,1611114.15152
285,20227.252301,1542818.47244
285,20227.302301,1589877.80988
285,20227.352301,1555942.37652
285,20227.402301,1596500.43459
285,20227.452301,1684211.41868
285,20227.502301,1589245.61804
285,20227.552301,1472686.15828
285,20227.602301,1463622.69048
285,20227.652301,1440650.36908
285,20227.702301,1385259.3395
285,20227.752301,1323799.84465
285,20227.802301,1368075.41081
285,20227.852301,1456639.44285
285,20227.902301,1473401.60873
285,20227.952301,1453087.32668
285,20228.002301,1433303.78124
285,20228.052301,1384772.98782
285,20228.102301,1384339.54169
285,20228.152301,1412234.49847
285,20228.202301,1381270.4159
285,20228.252301,1358409.91769
285,20228.302301,1381604.32798
285,20228.352301,1383453.97439
285,20228.402301,1347901.85106
285,20228.452301,1420033.81123
285,20228.502301,1399970.38125
285,20228.552301,1329096.75745
285,20228.602301,1292890.10454
285,20228.652301,1277001.80531
285,20228.702301,1300398.15369
285,20228.752301,1344273.36168
285,20228.802301,1357053.98811
285,20228.852301,1418915.41887
285,20228.902301,1411169.89999
285,20228.952301,1499749.95697
285,20229.002301,1464448.77225
285,20229.052301,1489105.97738
285,20229.102301,1519893.28131
285,20229.152301,1492125.28004
285,20229.202301,1471045.53392
285,20229.252301,1488849.86014
285,20229.302301,1514825.91198
285,20229.352301,1524394.92087
285,20229.402301,1504406.5655
285,20229.452301,1468619.80107
285,20229.502301,1397355.85255
285,20229.552301,1476709.15353
285,20229.602301,1365860.78901
285,20229.652301,1338931.40167
285,20229.702301,1518036.64022
285,20229.752301,1563535.59125
285,20229.802301,1485392.00462
285,20229.852301,1399566.6704
285,20229.902301,1328749.20554
285,20229.952301,1342186.64362
285,20230.002301,1362076.96249
285,20230.052301,1372796.23156
285,20230.102301,1369728.1683
285,20230.152301,1371053.25363
285,20230.202301,1361462.55267
285,20230.252301,1374574.11629
285,20230.302301,1375717.99734
285,20230.352301,1393725.56022
285,20230.402301,1399396.9886
285,20230.452301,1365981.96945
285,20230.502301,1344031.16818
285,20230.552301,1370430.27332
285,20230.602301,1425718.174
285,20230.652301,1432750.4229
285,20230.702301,1468288.82273
285,20230.752301,1421524.34651
285,20230.802301,1413924.9313
285,20230.852301,1416960.42421
285,20230.902301,1340080.76651
285,20230.952301,1303248.33412
285,20231.002301,1298343.90735
285,20231.052301,1313272.49806
285,20231.102301,1352855.22756
285,20231.152301,1310989.10331
285,20231.202301,1373093.61745
285,20231.252301,1349914.90488
285,20231.302301,1313855.02575
285,20231.352301,1345375.85744
285,20231.402301,1379210.87754
285,20231.452301,1392393.67917
285,20231.502301,1432737.0386
285,20231.552301,1502051.49852
285,20231.602301,1484984.95862
285,20231.652301,1443298.42637
285,20231.702301,1370756.35334
285,20231.752301,1292575.61543
285,20231.802301,1378809.22325
285,20231.852301,1410160.97264
285,20231.902301,1399777.42782
285,20231.952301,1356468.51944
285,20232.002301,1465351.03129
285,20232.052301,1443988.46075
285,20232.102301,1409881.71947
285,20232.152301,1331251.4615
285,20232.202301,1291188.91498
285,20232.252301,1295997.99157
285,20232.302301,1302607.57038
285,20232.352301,1308748.28965
285,20232.402301,1276124.19956
285,20232.452301,1293534.57414
285,20232.502301,1325582.30652
285,20232.552301,1369535.40478
285,20232.602301,1378900.35978
285,20232.652301,1367248.99734
285,20232.702301,1360817.02523
285,20232.752301,1366144.12425
285,20232.802301,1357668.99772
285,20232.852301,1433817.64108
285,20232.902301,1388776.49626
285,20232.952301,1356397.2554
285,20233.002301,1402922.62402
285,20233.052301,1437054.87233
285,20233.102301,1505518.37866
285,20233.152301,1506296.45107
285,20233.202301,1439328.08069
285,20233.252301,1370894.11684
285,20233.302301,1357733.10529
285,20233.352301,1356027.19541
285,20233.402301,1391231.72528
285,20233.452301,1308515.19538
285,20233.502301,1379573.15081
285,20233.552301,1314244.37506
285,20233.602301,1268133.53988
285,20233.652301,1290793.73755
285,20233.702301,1339399.56962
285,20233.752301,1391809.19887
285,20233.802301,1426952.12687
285,20233.852301,1453591.26735
285,20233.902301,1418223.17864
285,20233.952301,1366681.80158
285,20234.002301,1347316.21457
285,20234.052301,1307497.06658
285,20234.102301,1382446.2915
285,20234.152301,1375877.52857
285,20234.202301,1357801.18358
285,20234.252301,1341721.28096
285,20234.302301,1438054.78174
285,20234.352301,1391240.53049
285,20234.402301,1387012.34436
285,20234.452301,1409457.82146
285,20234.502301,1419173.31314
285,20234.552301,1421517.86388
285,20234.602301,1430719.6897
285,20234.652301,1439059.46344
285,20234.702301,1414638.7729
285,20234.752301,1455988.44743
285,20234.802301,1439294.22982
285,20234.852301,1409509.66662
285,20234.902301,1370189.31497
285,20234.952301,1376935.56799
285,20235.002301,1374571.33487
285,20235.052301,1388171.69327
285,20235.102301,1379424.40627
285,20235.152301,1416587.3249
285,20235.202301,1371116.64567
285,20235.252301,1336018.42617
285,20235.302301,1349467.56114
285,20235.352301,1317725.34853
285,20235.402301,1353864.19143
285,20235.452301,1350335.02194
285,20235.502301,1327061.69625
285,20235.552301,1291989.46512
285,20235.602301,1281832.00032
285,20235.652301,1328214.70618
285,20235.702301,1419054.01534
285,20235.752301,1398516.23092
285,20235.802301,1430526.67348
285,20235.852301,1332433.11252
285,20235.902301,1289010.02987
285,20235.952301,1328356.24713
285,20236.002301,1329796.99778
285,20236.052301,1355758.12048
285,20236.102301,1347900.3841
285,20236.152301,1372071.97513
285,20236.202301,1394708.90349
285,20236.252301,1400601.36841
285,20236.302301,1393102.39886
285,20236.352301,1335617.25278
285,20236.402301,1372448.34012
285,20236.452301,1396109.45719
285,20236.502301,1370567.4429
285,20236.552301,1369119.50853
285,20236.602301,1464281.75571
285,20236.652301,1509484.84792
285,20236.702301,1486722.69107
285,20236.752301,1468976.74416
285,20236.802301,1485950.61018
285,20236.852301,1546858.69372
285,20236.902301,1589831.63616
285,20236.952301,1628705.41824
285,20237.002301,1600374.30065
285,20237.052301,1541307.22162
285,20237.102301,1575376.24145
285,20237.152301,1661831.77645
285,20237.202301,1598619.94779
285,20237.252301,1569505.26394
285,20237.302301,1500472.57647
285,20237.352301,1495841.8644
285,20237.402301,1466302.15758
285,20237.452301,1452622.87096
285,20237.502301,1479608.78139
285,20237.552301,1393868.5135
285,20237.602301,1353224.75878
285,20237.652301,1344219.26849
285,20237.702301,1381245.22623
285,20237.752301,1370993.15729
285,20237.802301,1340900.94475
285,20237.852301,1288049.15199
285,20237.902301,1275234.17687
285,20237.952301,1284113.43025
285,20238.002301,1347752.01884
285,20238.052301,1377214.51616
285,20238.102301,1340491.77377
285,20238.152301,1411193.41562
285,20238.202301,1361574.87482
285,20238.252301,1386746.4875
285,20238.302301,1371550.94564
285,20238.352301,1385480.79792
285,20238.402301,1421935.79705
285,20238.452301,1426962.74434
285,20238.502301,1422955.02538
285,20238.552301,1464097.88521
285,20238.602301,1481218.07146
285,20238.652301,1409566.64026
285,20238.702301,1309984.66347
285,20238.752301,1390801.79383
285,20238.802301,1363514.63655
285,20238.852301,1405648.08549
285,20238.902301,1524485.57482
285,20238.952301,1560049.01966
285,20239.002301,1609227.55478
285,20239.052301,1595145.27452
285,20239.102301,1520005.15957
285,20239.152301,1478405.67017
285,20239.202301,1448359.63332
285,20239.252301,1518555.60747
285,20239.302301,1645209.30081
285,20239.352301,1668179.24304
285,20239.402301,1633156.25982
285,20239.452301,1568730.98767
285,20239.502301,1521189.29816
285,20239.552301,1601498.05766
285,20239.602301,1611754.97578
285,20239.652301,1588534.19138
285,20239.702301,1501590.30511
285,20239.752301,1438463.77007
285,20239.802301,1467937.2848
285,20239.852301,1424781.48718
285,20239.902301,1360383.12697
285,20239.952301,1353855.37896
285,20240.002301,1356007.53831
285,20240.052301,1343085.79662
285,20240.102301,1396628.82896
285,20240.152301,1483688.43079
285,20240.202301,1522504.36017
285,20240.252301,1501732.83036
285,20240.302301,1520967.18006
285,20240.352301,1505011.31828
285,20240.402301,1433890.72061
285,20240.452301,1447507.5549
285,20240.502301,1353452.74125
285,20240.552301,1335718.08322
285,20240.602301,1345092.01179
285,20240.652301,1407122.00417
285,20240.702301,1464618.05569
285,20240.752301,1507324.22981
285,20240.802301,1525791.00173
285,20240.852301,1520243.07156
285,20240.902301,1495950.07151
285,20240.952301,1467964.7588
285,20241.002301,1420510.77125
285,20241.052301,1614211.20131
285,20241.102301,1622119.73766
285,20241.152301,1615873.39034
285,20241.202301,1754582.14889
285,20241.252301,1752569.79571
285,20241.302301,1722975.02206
285,20241.352301,1684757.19252
285,20241.402301,1650697.93327
285,20241.452301,1642337.3702
285,20241.502301,1588600.49624
285,20241.552301,1562555.68609
285,20241.602301,1580190.19193
285,20241.652301,1610888.4388
285,20241.702301,1646806.93406
285,20241.752301,1630965.56528
285,20241.802301,1634098.65546
285,20241.852301,1606793.61767
285,20241.902301,1610910.28968
285,20241.952301,1616618.38096
285,20242.002301,1573280.40104
285,20242.052301,1523665.74198
285,20242.102301,1473721.65691
285,20242.152301,1429663.94604
285,20242.202301,1454159.57746
285,20242.252301,1498572.89641
285,20242.302301,1457183.42421
285,20242.352301,1423103.80397
285,20242.402301,1472528.65667
285,20242.452301,1550923.05474
285,20242.502301,1615694.73099
285,20242.552301,1614254.17335
285,20242.602301,1646664.2225
285,20242.652301,1667530.28665
285,20242.702301,1619057.21111
285,20242.752301,1667882.87478
285,20242.802301,1578364.15615
285,20242.852301,1541541.55087
285,20242.902301,1526658.57204
285,20242.952301,1555502.62889
285,20243.002301,1617913.56682
285,20243.052301,1624746.37372
285,20243.102301,1626567.96251
285,20243.152301,1608081.52158
285,20243.202301,1594597.20742
285,20243.252301,1581167.92994
285,20243.302301,1526227.44095
285,20243.352301,1678524.32675
285,20243.402301,1643455.75462
285,20243.452301,1697787.68274
285,20243.502301,1822428.64088
285,20243.552301,1822469.31239
285,20243.602301,1763761.79822
285,20243.652301,1697261.77815
285,20243.702301,1646235.94126
285,20243.752301,1619589.6968
285,20243.802301,1600271.61296
285,20243.852301,1691580.06456
285,20243.902301,1791882.46116
285,20243.952301,1802748.76236
285,20244.002301,1762056.35858
285,20244.052301,1697168.2403
285,20244.102301,1661083.32352
285,20244.152301,1567773.4542
285,20244.202301,1572591.87843
285,20244.252301,1599918.98889
285,20244.302301,1651238.9353
285,20244.352301,1639822.59287
285,20244.402301,1648186.30518
285,20244.452301,1628480.37328
285,20244.502301,1714649.51449
285,20244.552301,1722869.23467
285,20244.602301,1697802.58387
285,20244.652301,1683275.8846
285,20244.702301,1673445.5865
285,20244.752301,1644675.32692
285,20244.802301,1651065.02335
285,20244.852301,1642759.97802
285,20244.902301,1683952.66331
285,20244.952301,1720544.59138
285,20245.002301,1710192.73562
285,20245.052301,1761080.84683
285,20245.102301,1704703.79234
285,20245.152301,1730735.48356
285,20245.202301,1749813.91924
285,20245.252301,1787553.77233
285,20245.302301,1772487.69167
285,20245.352301,1755902.10664
285,20245.402301,1750234.2957
285,20245.452301,1785712.16974
285,20245.502301,1805156.81435
285,20245.552301,1763215.81881
285,20245.602301,1722361.00285
285,20245.652301,1646218.18334
285,20245.702301,1621141.167
285,20245.752301,1681077.26093
285,20245.802301,1837019.07895
285,20245.852301,1850993.48472
285,20245.902301,1859546.22504
285,20245.952301,1805794.59323
285,20246.002301,1828738.43247
285,20246.052301,1839201.2753
285,20246.102301,1813681.64682
285,20246.152301,1839287.96797
285,20246.202301,1841685.94816
285,20246.252301,1878189.33884
285,20246.302301,1869308.49428
285,20246.352301,1816419.97688
285,20246.402301,1761717.29203
285,20246.452301,1734800.14032
285,20246.502301,1768890.82989
285,20246.552301,1794005.61591
285,20246.602301,1746417.02623
285,20246.652301,1876377.07271
285,20246.702301,1802089.07694
285,20246.752301,1739709.37954
285,20246.802301,1722877.91505
285,20246.852301,1689984.92268
285,20246.902301,1734775.51863
285,20246.952301,1739007.1123
285,20247.002301,1802646.55432
285,20247.052301,1851837.61313
285,20247.102301,1872554.12847
285,20247.152301,1864345.9279
285,20247.202301,1867357.5698
285,20247.252301,1774652.54449
285,20247.302301,1818433.90431
285,20247.352301,1811133.77767
285,20247.402301,1821370.68585
285,20247.452301,1810821.04944
285,20247.502301,1810056.75633
285,20247.552301,1785134.02831
285,20247.602301,1762449.15013
285,20247.652301,1738112.05559
285,20247.702301,1783643.07604
285,20247.752301,1891356.48956
285,20247.802301,1856172.4632
285,20247.852301,1806788.93443
285,20247.902301,1811524.29212
285,20247.952301,1743411.01346
285,20248.002301,1737058.11465
285,20248.052301,1946256.7027
285,20248.102301,1979086.81117
285,20248.152301,2007002.61695
285,20248.202301,2020332.53112
285,20248.252301,1948638.72206
285,20248.302301,1851316.4372
285,20248.352301,1801111.97596
285,20248.402301,1842049.92097
285,20248.452301,1886365.41372
285,20248.502301,1903535.52882
285,20248.552301,1860201.0564
285,20248.602301,1844345.98079
285,20248.652301,1819836.54707
285,20248.702301,1817680.80058
285,20248.752301,1841371.05923
285,20248.802301,1871834.2733
285,20248.852301,1859381.03818
285,20248.902301,1962345.78532
285,20248.952301,1901421.60256
285,20249.002301,1904888.94469
285,20249.052301,1926647.22823
285,20249.102301,1861231.35996
285,20249.152301,1866667.62436
285,20249.202301,1861290.52435
285,20249.252301,1892357.29692
285,20249.302301,1940256.29939
285,20249.352301,1920918.97318
285,20249.402301,1945484.65981
285,20249.452301,1957780.44218
285,20249.502301,1904244.62739
285,20249.552301,2010698.17459
285,20249.602301,1954292.12366
285,20249.652301,2011142.68506
285,20249.702301,1996142.33361
285,20249.752301,2008931.50194
285,20249.802301,1974275.05487
285,20249.852301,1953484.97605
285,20249.902301,1889327.85448
285,20249.952301,1904117.81444
285,20250.002301,1962428.16438
285,20250.052301,1915888.42135
285,20250.102301,1965684.74059
285,20250.152301,1983603.56626
285,20250.202301,2045506.78484
285,20250.252301,2034484.68571
285,20250.302301,2131210.29268
