yaw_angle,Time(s),rotor power (W)
270,20538.152301,1164340.78745
270,20538.202301,1148075.11862
270,20538.252301,1138618.9946
270,20538.302301,1107055.73569
270,20538.352301,1162753.30887
270,20538.402301,1149250.39037
270,20538.452301,1129269.65877
270,20538.502301,1140408.14309
270,20538.552301,1089571.35291
270,20538.602301,1048510.1938
270,20538.652301,1026352.55252
270,20538.702301,1001825.62185
270,20538.752301,990410.596617
270,20538.802301,1001374.12256
270,20538.852301,1014465.39113
270,20538.902301,986623.706283
270,20538.952301,1077498.54219
270,20539.002301,1033727.86619
270,20539.052301,1006109.72125
270,20539.102301,1078567.48091
270,20539.152301,1116958.86888
270,20539.202301,1138052.06591
270,20539.252301,1131122.97935
270,20539.302301,1151572.44532
270,20539.352301,1242458.45823
270,20539.402301,1285989.69799
270,20539.452301,1279799.08898
270,20539.502301,1220011.66063
270,20539.552301,1196645.70126
270,20539.602301,1156896.61341
270,20539.652301,1161904.70327
270,20539.702301,1174284.44787
270,20539.752301,1197443.00248
270,20539.802301,1215347.21978
270,20539.852301,1265750.83239
270,20539.902301,1235016.3589
270,20539.952301,1215735.7762
270,20540.002301,1176345.59075
270,20540.052301,1144816.12752
270,20540.102301,1128505.3777
270,20540.152301,1229938.7624
270,20540.202301,1193889.7088
270,20540.252301,1178080.5471
270,20540.302301,1148513.18596
270,20540.352301,1092558.44511
270,20540.402301,1045504.36366
270,20540.452301,1024353.22086
270,20540.502301,1015702.53172
270,20540.552301,1069681.13929
270,20540.602301,1066060.43434
270,20540.652301,1057597.12986
270,20540.702301,1019000.24598
270,20540.752301,1084706.68761
270,20540.802301,1113898.67922
270,20540.852301,1155609.59441
270,20540.902301,1169097.80695
270,20540.952301,1138920.36606
270,20541.002301,1105311.32877
270,20541.052301,1094808.68892
270,20541.102301,1063704.06181
270,20541.152301,1050262.10851
270,20541.202301,1065404.30896
270,20541.252301,1100414.13656
270,20541.302301,1075472.02713
270,20541.352301,1118975.0974
270,20541.402301,1073942.12441
270,20541.452301,1131031.66868
270,20541.502301,1171245.9887
270,20541.552301,1150258.1367
270,20541.602301,1153347.01862
270,20541.652301,1152360.48667
270,20541.702301,1164990.28633
270,20541.752301,1202145.16054
270,20541.802301,1205455.99906
270,20541.852301,1201844.78841
270,20541.902301,1153594.22605
270,20541.952301,1207200.64129
270,20542.002301,1157646.49696
270,20542.052301,1113559.25748
270,20542.102301,1076636.99069
270,20542.152301,1121422.83216
270,20542.202301,1130491.56291
270,20542.252301,1154563.83192
270,20542.302301,1130476.91574
270,20542.352301,1105693.42154
270,20542.402301,1105706.90667
270,20542.452301,1090763.67554
270,20542.502301,1071081.19926
270,20542.552301,1150285.29693
270,20542.602301,1088629.59537
270,20542.652301,1040929.45219
270,20542.702301,981138.467422
270,20542.752301,951832.446931
270,20542.802301,972597.99528
270,20542.852301,968093.012229
270,20542.902301,965305.338674
270,20542.952301,999884.825649
270,20543.002301,1025320.72364
270,20543.052301,1035002.08121
270,20543.102301,1035588.6582
270,20543.152301,1096101.31178
270,20543.202301,1103577.41837
270,20543.252301,1140035.02792
270,20543.302301,1157703.166
270,20543.352301,1155648.82288
270,20543.402301,1150616.34314
270,20543.452301,1161119.73299
270,20543.502301,1160950.14908
270,20543.552301,1144044.62095
270,20543.602301,1181167.45971
270,20543.652301,1170897.22311
270,20543.702301,1138923.97003
270,20543.752301,1155411.82731
270,20543.802301,1116855.59389
270,20543.852301,1120312.81795
270,20543.902301,1107629.17942
270,20543.952301,1093688.95474
270,20544.002301,1092042.54726
270,20544.052301,1105079.984
270,20544.102301,1139363.41872
270,20544.152301,1131012.25459
270,20544.202301,1126198.1773
270,20544.252301,1129839.96831
270,20544.302301,1121987.02711
270,20544.352301,1207368.39212
270,20544.402301,1153842.02039
270,20544.452301,1142639.17943
270,20544.502301,1093083.3186
270,20544.552301,1074672.29039
270,20544.602301,1077071.29214
270,20544.652301,1088777.75573
270,20544.702301,1066495.35951
270,20544.752301,1033990.60716
270,20544.802301,1008528.2128
270,20544.852301,992694.142105
270,20544.902301,966544.435911
270,20544.952301,989793.845527
270,20545.002301,911207.79145
270,20545.052301,887254.634072
270,20545.102301,913126.258836
270,20545.152301,948394.268105
270,20545.202301,1019639.00369
270,20545.252301,1034689.46461
270,20545.302301,1013010.27538
270,20545.352301,1012814.79003
270,20545.402301,1052906.60381
270,20545.452301,1093182.70344
270,20545.502301,1078446.6538
270,20545.552301,1092380.40924
270,20545.602301,1050440.81206
270,20545.652301,1041252.34727
270,20545.702301,1087977.37913
270,20545.752301,1088345.12249
270,20545.802301,1096353.16991
270,20545.852301,1111360.2767
270,20545.902301,1136404.87989
270,20545.952301,1183249.16867
270,20546.002301,1199322.86057
270,20546.052301,1158022.48789
270,20546.102301,1081813.99599
270,20546.152301,1107443.31131
270,20546.202301,1045919.05912
270,20546.252301,1014508.09155
270,20546.302301,1015665.22526
270,20546.352301,1050213.26915
270,20546.402301,1052968.90921
270,20546.452301,1053052.1345
270,20546.502301,1062804.91161
270,20546.552301,1083169.23397
270,20546.602301,1077756.14385
270,20546.652301,1063371.22622
270,20546.702301,1055417.5327
270,20546.752301,1118386.27294
270,20546.802301,1074044.59316
270,20546.852301,1052152.25811
270,20546.902301,1060154.27815
270,20546.952301,1041675.6681
270,20547.002301,1061648.75698
270,20547.052301,1095982.46718
270,20547.102301,1092868.96874
270,20547.152301,1052675.80206
270,20547.202301,984236.77604
270,20547.252301,945650.383948
270,20547.302301,927794.881256
270,20547.352301,976709.018637
270,20547.402301,918434.830787
270,20547.452301,943089.846948
270,20547.502301,1010621.32615
270,20547.552301,1053017.01336
270,20547.602301,1104388.69458
270,20547.652301,1139155.20158
270,20547.702301,1089555.27942
270,20547.752301,1069250.35676
270,20547.802301,1053271.92805
270,20547.852301,1098544.49276
270,20547.902301,1053203.67907
270,20547.952301,1055338.94066
270,20548.002301,1016505.76224
270,20548.052301,985978.391
270,20548.102301,1018188.69865
270,20548.152301,1056474.96329
270,20548.202301,1078513.40808
270,20548.252301,1072495.19403
270,20548.302301,1055159.37815
270,20548.352301,1065460.63501
270,20548.402301,1077296.19614
270,20548.452301,1087432.12856
270,20548.502301,1030633.3757
270,20548.552301,1097176.42728
270,20548.602301,1034557.07761
270,20548.652301,984562.589039
270,20548.702301,976349.346597
270,20548.752301,995469.086082
270,20548.802301,1017152.91884
270,20548.852301,1020794.92051
270,20548.902301,1000669.24048
270,20548.952301,1022356.14849
270,20549.002301,1046288.48854
270,20549.052301,1039540.39661
270,20549.102301,1006411.26054
270,20549.152301,1081625.92861
270,20549.202301,1008310.99441
270,20549.252301,988232.267658
270,20549.302301,998464.927169
270,20549.352301,993977.134066
270,20549.402301,977120.048338
270,20549.452301,1035400.76455
270,20549.502301,1060406.0174
270,20549.552301,1057790.0207
270,20549.602301,975810.95929
270,20549.652301,944418.338354
270,20549.702301,961201.050133
270,20549.752301,1152327.9675
270,20549.802301,1169695.46282
270,20549.852301,1177947.30361
270,20549.902301,1183606.54791
270,20549.952301,1164058.1902
270,20550.002301,1111597.36953
270,20550.052301,1105164.31022
270,20550.102301,1119795.70413
270,20550.152301,1111719.41098
270,20550.202301,1073590.693
270,20550.252301,1036642.96523
270,20550.302301,1022049.29419
270,20550.352301,1021493.15231
270,20550.402301,1098576.26347
270,20550.452301,1104164.61982
270,20550.502301,1154845.59125
270,20550.552301,1093648.26257
270,20550.602301,1034524.95365
270,20550.652301,1034127.83074
270,20550.702301,1063723.73517
270,20550.752301,1083485.37072
270,20550.802301,1097597.18498
270,20550.852301,1120066.73282
270,20550.902301,1083489.91287
270,20550.952301,1051206.215
270,20551.002301,1147605.16074
270,20551.052301,1085300.72507
270,20551.102301,1064714.22845
270,20551.152301,1073746.56593
270,20551.202301,1102513.43494
270,20551.252301,1105871.36428
270,20551.302301,1089891.69006
270,20551.352301,1071317.6995
270,20551.402301,1049737.07267
270,20551.452301,1050127.31887
270,20551.502301,1016087.94845
270,20551.552301,981115.835764
270,20551.602301,1061603.29641
270,20551.652301,1043758.07241
270,20551.702301,1087320.5054
270,20551.752301,1057766.67877
270,20551.802301,1005261.5557
270,20551.852301,986989.3504
270,20551.902301,1046276.51179
270,20551.952301,1051928.44451
270,20552.002301,1073589.62301
270,20552.052301,1057522.31791
270,20552.102301,1067100.84049
270,20552.152301,1065582.77832
270,20552.202301,1168851.50326
270,20552.252301,1121621.54381
270,20552.302301,1103753.69991
270,20552.352301,1065488.43204
270,20552.402301,1078869.66349
270,20552.452301,1099135.26237
270,20552.502301,1146133.16895
270,20552.552301,1155852.22718
270,20552.602301,1154667.77627
270,20552.652301,1155107.86611
270,20552.702301,1178586.15441
270,20552.752301,1141409.02746
270,20552.802301,1226462.90861
276,19022.802301,3583733.44255
276,19118.2044171,1530797.69913
276,19202.656803,1357710.90777
276,19289.5765568,1213163.26563
276,19378.6993353,1331696.37759
276,19467.6252475,1425794.52662
276,19556.7942783,902900.847017
276,19645.0632807,1210608.65743
276,19730.0563274,1091085.02983
276,19821.2972004,1525245.1458
276,19908.8648088,1237679.33236
276,19995.511518,971221.244441
276,20082.9744531,1289997.26361
276,20168.6578783,1135001.00125
276,20259.5232509,2151939.80643
276,20346.5264035,1424294.98257
276,20434.1592146,1299442.09893
276,20521.7866353,1114312.29176
276,20522.802301,1051495.47527
276,20522.8900203,828814.637649
276,20522.977712,595902.251101
276,20523.0656184,773714.055213
276,20523.1534647,870361.24868
276,20523.2411357,827970.917625
276,20523.329011,835077.161332
276,20523.4168867,739604.32942
276,20523.5046042,750810.043771
276,20523.5925412,787630.369189
276,20523.6806535,910193.910575
276,20523.768608,1446999.12291
276,20523.8567755,1694891.12572
276,20523.9452429,1599164.26783
276,20524.0335623,1535723.22899
276,20524.1220873,1585454.83902
276,20524.2110285,1569410.56666
276,20524.2998281,1492197.18224
276,20524.3888115,1381927.89328
276,20524.4780566,1446324.26209
276,20524.5667921,1621745.3051
276,20524.6554706,1473461.92813
276,20524.7445609,1380779.62624
276,20524.8331254,1399629.28799
276,20524.921426,1258110.01363
276,20525.0097549,1106012.5056
276,20525.0983003,891417.873011
276,20525.1861952,891482.714624
276,20525.2736448,1034539.47074
276,20525.3610447,1070246.9464
276,20525.4488093,1065766.19123
276,20525.5367447,1191293.48788
276,20525.6243402,1243131.81435
276,20525.7118292,1255095.45254
276,20525.7996081,1349439.48077
276,20525.8865039,1322147.91128
276,20525.9729202,1194139.76795
276,20526.0593097,1091280.54348
276,20526.1461196,1120600.91273
276,20526.232816,1258240.6794
276,20526.3191205,1231976.37164
276,20526.4055113,1162714.65179
276,20526.492455,1187600.53345
276,20526.579954,1144486.15682
276,20526.6671444,1080109.64068
276,20526.7540964,1080610.73517
276,20526.840666,1148430.84607
276,20526.9271204,1102590.05027
276,20527.0135248,1114656.8144
276,20527.0999268,1120157.19972
276,20527.1859523,1065021.85154
276,20527.2718854,1101581.83808
276,20527.3577365,1128882.38774
276,20527.4439241,1134707.68716
276,20527.5301187,1148460.36626
276,20527.6161109,1126256.8015
276,20527.702076,1100802.90205
276,20527.7881794,1226731.4311
276,20527.8737407,1117551.92879
276,20527.958645,1142605.73927
276,20528.0432448,1206146.95698
276,20528.1279132,1194475.65397
276,20528.2127137,1228728.91175
276,20528.2969453,1265787.39571
276,20528.3809762,1218016.76697
276,20528.4651941,1180750.17306
276,20528.5495906,1117312.85465
276,20528.6334929,1168134.54465
276,20528.7171652,1225216.26293
276,20528.8009083,1224402.0266
276,20528.8842781,1143703.66687
276,20528.9672529,1175342.87602
276,20529.0501065,1118154.00279
276,20529.1331403,1094000.40702
276,20529.2165523,1122301.28651
276,20529.2996906,1137971.41697
276,20529.3828298,1168206.48557
276,20529.4662678,1148896.19848
276,20529.5503203,1133419.17594
276,20529.6344654,1007932.40137
276,20529.7187253,1055486.36935
276,20529.8033911,1100690.85423
276,20529.8881869,1113920.67564
276,20529.9723607,1149612.12388
276,20530.0562097,1245504.12337
276,20530.1400709,1182172.47832
276,20530.224313,1195425.91135
276,20530.3081293,1116593.45626
276,20530.391792,1162287.43817
276,20530.4756424,1186029.17826
276,20530.5600494,1162357.33245
276,20530.6442855,1110012.7592
276,20530.7285232,1090897.71129
276,20530.8131016,1163116.48895
276,20530.8983834,1101892.51754
276,20530.9836375,1111187.08281
276,20531.0690334,1156740.47522
276,20531.1549052,1130075.97645
276,20531.2416072,1061412.15336
276,20531.3283093,1130527.21835
276,20531.4151578,1063505.94842
276,20531.5024689,1008331.92544
276,20531.589652,1075827.83999
276,20531.6768373,1110750.60811
276,20531.7643207,1113210.5052
276,20531.852402,1117731.46342
276,20531.9403724,1038036.04322
276,20532.0284854,1075909.74176
276,20532.1170169,1015012.46046
276,20532.2056753,970099.790777
276,20532.2942366,1064345.65223
276,20532.3828491,1143750.84682
276,20532.4715744,1265041.2775
276,20532.5598326,1152666.42438
276,20532.6478172,1158009.05868
276,20532.7357436,1165197.45337
276,20532.8238466,1149423.16387
276,20532.9123812,1152365.13112
276,20533.0008333,1123185.95889
276,20533.0893716,1092783.76864
276,20533.1778304,1173534.09978
276,20533.2659698,1244699.48268
276,20533.3540255,1236350.93996
276,20533.4422462,1172825.9594
276,20533.530894,1066838.77701
276,20533.6200092,1100055.46346
276,20533.709178,1073982.17673
276,20533.7986572,1050567.61481
276,20533.8878088,1072300.14845
276,20533.9768372,1103820.33379
276,20534.0659948,1105480.69049
276,20534.1555409,1045696.93614
276,20534.2457415,1069935.87331
276,20534.3361474,939876.999663
276,20534.4268033,959542.529894
276,20534.5174187,948481.576677
276,20534.6078175,1032289.57581
276,20534.6983187,1109254.97269
276,20534.7888527,1233889.10075
276,20534.879049,1208485.81788
276,20534.9693669,1251937.17834
276,20535.0597897,1202774.96268
276,20535.1498518,1151852.42216
276,20535.2399976,1129128.48677
276,20535.3305604,1153558.82394
276,20535.4207329,1215169.43444
276,20535.5109433,1226058.21749
276,20535.6016406,1197195.56176
276,20535.6920596,1229568.7912
276,20535.7824837,1221711.66822
276,20535.8733442,1177205.60206
276,20535.9642224,1160660.69333
276,20536.0550789,1138414.94153
276,20536.1463236,1088237.92834
276,20536.2378217,1046628.89478
276,20536.3292923,1059578.63362
276,20536.421122,1046541.59256
276,20536.5133861,979988.012563
276,20536.6056371,948807.623723
276,20536.6982351,911897.257604
276,20536.791398,916337.60485
276,20536.88454,916561.040014
276,20536.9777842,1011946.56083
276,20537.0710945,1095261.19215
276,20537.1642459,1251032.51439
276,20537.2574862,1297985.14477
276,20537.3506322,1258581.75344
276,20537.4433673,1168960.83988
276,20537.5360861,1196522.15337
276,20537.6288581,1220218.38478
276,20537.7212084,1183245.47869
276,20537.8135351,1117850.30854
276,20537.9062514,1157714.40543
276,20537.9986883,1137039.63197
276,20538.0911178,1108465.55579
276,20538.1839495,1107992.46132
276,20538.2766281,1073233.33962
276,20538.3693995,1067561.89335
276,20538.4617038,1037613.71239
276,20538.5536691,1076154.9785
276,20538.6456937,1063162.46376
276,20538.7377055,1057213.2109
276,20538.8293664,1000145.00162
276,20538.9210751,992506.299275
276,20539.013167,1011047.00203
276,20539.1049203,951821.59277
276,20539.1967309,1032418.18674
276,20539.2890054,1040616.28318
276,20539.3811327,1089875.96269
276,20539.4730815,1103148.61603
276,20539.5652163,1221290.63009
276,20539.6572057,1217637.08167
276,20539.748999,1144386.40622
276,20539.8409466,1110039.1142
276,20539.9327344,1155348.56725
276,20540.0244783,1202878.30798
276,20540.1165773,1106458.5503
276,20540.2083687,1079588.30863
276,20540.3001293,1022004.60536
276,20540.3918061,1050018.00744
276,20540.4830818,1055110.47564
276,20540.5743041,989553.615612
276,20540.6658342,953713.163672
276,20540.7569711,965318.301348
276,20540.848051,963319.07195
276,20540.9394225,958331.81916
276,20541.0307321,1084327.21769
276,20541.1219996,1119995.45831
276,20541.2135575,1090188.65909
276,20541.305249,1064242.18103
276,20541.3970062,1103425.43167
276,20541.4888147,1173180.09718
276,20541.5803389,1097451.20658
276,20541.6716965,1081938.89488
276,20541.763226,1063896.64812
276,20541.8544363,1080496.17785
276,20541.9454607,1113315.01059
276,20542.0361239,1218241.73914
276,20542.1266085,1146081.98097
276,20542.217241,1088677.47222
276,20542.3073344,1036174.64546
276,20542.3972369,1024757.57716
276,20542.4873079,1047226.9754
276,20542.5771694,1044441.06661
276,20542.6668519,972249.459784
276,20542.7567061,1035892.76919
276,20542.8466874,963061.199845
276,20542.9365186,868380.599691
276,20543.0265381,887082.457082
276,20543.1169633,918835.659081
276,20543.2070245,961264.419336
276,20543.2970704,987724.185249
276,20543.3871808,1072150.81092
276,20543.4769321,1131050.36061
276,20543.5666922,1092061.81692
276,20543.6568066,1119392.9059
276,20543.7466071,1122606.03726
276,20543.836446,1180888.21595
276,20543.9259205,1110564.64578
276,20544.0150068,1063417.88026
276,20544.1040901,1033868.95633
276,20544.1926954,1032602.22402
276,20544.2808824,1024079.73436
276,20544.3690325,1029915.78657
276,20544.4571694,1091455.34048
276,20544.5448862,1036719.91148
276,20544.6325591,1092200.96942
276,20544.7205738,1010563.92558
276,20544.8082115,997462.904741
276,20544.895813,997339.074604
276,20544.9837496,953551.89325
276,20545.0717123,883039.511473
276,20545.1596719,909460.195665
276,20545.2479834,825173.358239
276,20545.336596,855729.540661
276,20545.4252395,956361.51564
276,20545.5140238,1005709.55962
276,20545.602312,974977.612716
276,20545.6903465,1096313.13487
276,20545.7784568,1082694.39275
276,20545.8664255,994120.731198
276,20545.9541272,1040353.38729
276,20546.0418838,1009576.52465
276,20546.1299462,1087432.44322
276,20546.217742,1161018.74431
276,20546.3055842,1130881.91152
276,20546.3937964,1014759.28733
276,20546.4819753,944910.368916
276,20546.5701983,943506.108391
276,20546.6587736,958347.805193
276,20546.7476698,971839.433731
276,20546.8366122,1072283.82913
276,20546.9256894,1017586.87044
276,20547.0146315,1091159.87651
276,20547.1036569,978098.273605
276,20547.1928106,961870.853241
276,20547.281807,998827.090788
276,20547.3708564,1041179.1795
276,20547.4601809,908703.403116
276,20547.549435,870404.279268
276,20547.6387195,937446.988068
276,20547.7279278,970194.566068
276,20547.8168323,1053732.9618
276,20547.9056856,1130436.0706
276,20547.9943479,1080065.70082
276,20548.08293,1058356.3506
276,20548.1716407,1020573.82088
276,20548.2600983,969002.731275
276,20548.3484453,1005713.89157
276,20548.4368864,1016789.5612
276,20548.5253046,1036014.06028
276,20548.6135832,1057072.87378
276,20548.701921,1076011.11582
276,20548.7898276,914662.578183
276,20548.8775361,964137.990221
276,20548.9653059,934235.728035
276,20549.0529235,948035.274847
276,20549.140332,971525.665411
276,20549.2277844,988116.054772
276,20549.3151203,1071097.68479
276,20549.4022692,956898.637382
276,20549.4894807,976211.741018
276,20549.5770188,951472.202673
276,20549.6645488,950853.758015
276,20549.752155,1029861.8307
276,20549.8400892,996161.841628
276,20549.9281572,907403.272367
276,20550.0163579,1064922.46852
276,20550.1049292,1074847.59613
276,20550.1940034,1078726.11878
276,20550.2832388,1106876.36581
276,20550.372253,1156401.62005
276,20550.4609495,1095457.53261
276,20550.5494526,1094243.50603
276,20550.6380042,1165378.56605
276,20550.7267875,1095647.32366
276,20550.8153964,996714.5965
276,20550.9040735,964881.487111
276,20550.9925505,1044056.3307
276,20551.0808431,1072772.52951
276,20551.1691966,1120402.72682
276,20551.2578622,1136162.75457
276,20551.346677,1032529.94481
276,20551.4355851,1036659.74952
276,20551.5246919,1080297.09995
276,20551.6136446,1010061.48182
276,20551.702687,1061796.81069
276,20551.792062,1000209.8077
276,20551.8818688,1076603.35493
276,20551.9717929,1026311.49876
276,20552.0620729,1009833.15593
276,20552.1519551,984549.858836
276,20552.2417602,1055112.07371
276,20552.3318288,1049058.01536
276,20552.4216788,1118563.3331
276,20552.5114658,1030224.05063
276,20552.6015347,1017690.59852
276,20552.6916141,1062082.92348
276,20552.7816412,1119177.41994
276,20552.8719611,1090335.17279
276,20552.9623759,1160406.43599
276,20553.0526755,1078542.84092
276,20553.1430126,1083565.428
276,20553.2332991,1061698.14666
276,20553.3234867,1058786.5267
276,20553.4138943,1135684.18322
276,20553.5043235,1156912.38268
276,20553.5946716,1156736.08662
276,20553.6847188,1041521.38967
276,20553.7747865,1008579.50702
276,20553.8652117,1017417.64411
276,20553.9557286,1008182.1418
276,20554.0462868,982747.337431
276,20554.1367515,1118484.0258
276,20554.2268684,1141979.02646
276,20554.316977,1213326.27426
276,20554.4073309,1174570.14451
276,20554.4975052,1163954.14345
276,20554.5878415,1156257.62908
276,20554.6782059,1123870.58228
276,20554.7684279,1088975.99727
276,20554.8588449,1086509.7459
276,20554.9493976,1021502.42894
276,20555.0398499,1003062.69523
282,19022.802301,3509816.30127
282,19119.3613502,1354291.95944
282,19202.6849981,1398437.32975
282,19288.3483121,1113108.70682
282,19376.8124692,1506541.98356
282,19467.1399757,1254563.8616
282,19556.0635049,1174896.96326
282,19644.0339762,971344.615871
282,19729.4821425,1059884.17596
282,19817.9831137,1582980.99285
282,19902.1671758,1351566.27053
282,19989.4719201,1104642.54674
282,20076.1913928,1243682.72527
282,20163.034917,1007666.24035
282,20222.852301,1510125.60148
282,20222.902301,1440219.64413
282,20222.952301,1175087.60915
282,20223.002301,951546.132441
282,20223.052301,1020212.68195
282,20223.102301,1077080.32514
282,20223.152301,1099068.65196
282,20223.202301,934658.459154
282,20223.252301,907338.029825
282,20223.302301,945548.521861
282,20223.352301,929583.71425
282,20223.402301,867907.893101
282,20223.452301,820787.136867
282,20223.502301,836598.42465
282,20223.552301,991475.522688
282,20223.602301,1209581.47544
282,20223.652301,1461528.10563
282,20223.702301,1639329.62569
282,20223.752301,1698166.47179
282,20223.802301,1724527.89862
282,20223.852301,1746792.86496
282,20223.902301,1687491.47525
282,20223.952301,1727475.13973
282,20224.002301,1698289.85059
282,20224.052301,1716626.00496
282,20224.102301,1712182.89659
282,20224.152301,1679553.40442
282,20224.202301,1647387.79129
282,20224.252301,1699629.67003
282,20224.302301,1700966.08513
282,20224.352301,1686231.34634
282,20224.402301,1749148.66868
282,20224.452301,1921980.30155
282,20224.502301,1919962.99811
282,20224.552301,2027478.23743
282,20224.602301,1933416.45633
282,20224.652301,1969039.33704
282,20224.702301,2003802.44611
282,20224.752301,1982719.09676
282,20224.802301,1930989.17378
282,20224.852301,1892139.89721
282,20224.902301,1869642.58903
282,20224.952301,1839046.95819
282,20225.002301,1822638.59391
282,20225.052301,1757225.71532
282,20225.102301,1851556.91751
282,20225.152301,1708177.73758
282,20225.202301,1597277.71892
282,20225.252301,1576616.44024
282,20225.302301,1724099.76611
282,20225.352301,1661571.91916
282,20225.402301,1595489.81153
282,20225.452301,1534337.75384
282,20225.502301,1433875.10164
282,20225.552301,1386322.18863
282,20225.602301,1344409.58024
282,20225.652301,1371797.15216
282,20225.702301,1367141.85628
282,20225.752301,1356162.63852
282,20225.802301,1341640.47803
282,20225.852301,1360640.52523
282,20225.902301,1385984.26328
282,20225.952301,1406979.03547
282,20226.002301,1375053.16571
282,20226.052301,1330460.49215
282,20226.102301,1375884.73658
282,20226.152301,1432225.01854
282,20226.202301,1466740.93289
282,20226.252301,1479018.00622
282,20226.302301,1449649.00542
282,20226.352301,1412061.71722
282,20226.402301,1406537.73172
282,20226.452301,1384648.06669
282,20226.502301,1372615.69127
282,20226.552301,1432107.45747
282,20226.602301,1548498.42871
282,20226.652301,1575796.06483
282,20226.702301,1539106.46218
282,20226.752301,1591079.88876
282,20226.802301,1515050.62225
282,20226.852301,1545223.44741
282,20226.902301,1576731.25783
282,20226.952301,1608553.43191
282,20227.002301,1610260.36328
282,20227.052301,1633866.77574
282,20227.102301,1642443.75468
282,20227.152301,1634585.48684
282,20227.202301,1606786.85318
282,20227.252301,1546992.07948
282,20227.302301,1643326.67846
282,20227.352301,1581582.17075
282,20227.402301,1587088.07666
282,20227.452301,1581972.82097
282,20227.502301,1659658.5035
282,20227.552301,1584537.84972
282,20227.602301,1576978.11077
282,20227.652301,1531050.70495
282,20227.702301,1449357.76107
282,20227.752301,1399708.186
282,20227.802301,1391667.10644
282,20227.852301,1461423.19446
282,20227.902301,1481860.9426
282,20227.952301,1471757.67115
282,20228.002301,1473384.45631
282,20228.052301,1441882.67277
282,20228.102301,1424248.01924
282,20228.152301,1445389.34314
282,20228.202301,1410304.96823
282,20228.252301,1374167.89882
282,20228.302301,1387177.71204
282,20228.352301,1414010.56546
282,20228.402301,1386685.19621
282,20228.452301,1444227.2974
282,20228.502301,1429589.21314
282,20228.552301,1389174.21361
282,20228.602301,1341457.70025
282,20228.652301,1318618.41537
282,20228.702301,1337410.57103
282,20228.752301,1370668.63371
282,20228.802301,1392718.25554
282,20228.852301,1419065.55923
282,20228.902301,1418745.9112
282,20228.952301,1548431.07714
282,20229.002301,1505400.36285
282,20229.052301,1547705.91901
282,20229.102301,1564795.16546
282,20229.152301,1529189.7913
282,20229.202301,1506527.91999
282,20229.252301,1506259.63416
282,20229.302301,1528548.24231
282,20229.352301,1557264.25689
282,20229.402301,1536014.72416
282,20229.452301,1460845.40033
282,20229.502301,1496597.6868
282,20229.552301,1471439.8357
282,20229.602301,1397181.38095
282,20229.652301,1372112.31899
282,20229.702301,1443009.90448
282,20229.752301,1623559.71671
282,20229.802301,1565068.07075
282,20229.852301,1479664.08739
282,20229.902301,1408299.19037
282,20229.952301,1395962.9008
282,20230.002301,1405620.8942
282,20230.052301,1435679.42241
282,20230.102301,1406349.15078
282,20230.152301,1377494.54752
282,20230.202301,1368429.22619
282,20230.252301,1392769.20747
282,20230.302301,1409056.23048
282,20230.352301,1418045.22047
282,20230.402301,1406875.80056
282,20230.452301,1378945.74347
282,20230.502301,1337104.83854
282,20230.552301,1390747.20139
282,20230.602301,1496734.31034
282,20230.652301,1509051.67027
282,20230.702301,1500300.19771
282,20230.752301,1439355.29444
282,20230.802301,1455104.02523
282,20230.852301,1439765.48859
282,20230.902301,1375180.42978
282,20230.952301,1337650.46713
282,20231.002301,1307240.5155
282,20231.052301,1327929.32341
282,20231.102301,1365915.72859
282,20231.152301,1311265.47684
282,20231.202301,1429597.06507
282,20231.252301,1402656.69129
282,20231.302301,1388766.70759
282,20231.352301,1405639.19205
282,20231.402301,1401171.83342
282,20231.452301,1391953.43096
282,20231.502301,1424261.1361
282,20231.552301,1487942.2028
282,20231.602301,1497290.88239
282,20231.652301,1464039.06054
282,20231.702301,1380876.28441
282,20231.752301,1296225.8363
282,20231.802301,1425177.52993
282,20231.852301,1421813.96888
282,20231.902301,1420271.03737
282,20231.952301,1376345.04197
282,20232.002301,1511344.74979
282,20232.052301,1515499.28701
282,20232.102301,1453317.90622
282,20232.152301,1346610.44341
282,20232.202301,1343359.32279
282,20232.252301,1366275.17092
282,20232.302301,1343114.86903
282,20232.352301,1300962.29058
282,20232.402301,1300828.66047
282,20232.452301,1336255.169
282,20232.502301,1362698.7422
282,20232.552301,1381479.9518
282,20232.602301,1363984.78914
282,20232.652301,1386516.72901
282,20232.702301,1375363.3819
282,20232.752301,1402981.99787
282,20232.802301,1385586.21145
282,20232.852301,1459806.38568
282,20232.902301,1413051.51406
282,20232.952301,1400942.44493
282,20233.002301,1476121.41698
282,20233.052301,1507393.52789
282,20233.102301,1563519.7273
282,20233.152301,1532259.50823
282,20233.202301,1452041.14619
282,20233.252301,1387266.65066
282,20233.302301,1363144.63774
282,20233.352301,1381426.00505
282,20233.402301,1365451.75955
282,20233.452301,1330105.84904
282,20233.502301,1416901.91477
282,20233.552301,1353500.34653
282,20233.602301,1347047.38779
282,20233.652301,1336832.54398
282,20233.702301,1385534.21111
282,20233.752301,1425481.78415
282,20233.802301,1468173.414
282,20233.852301,1473457.8255
282,20233.902301,1420938.57822
282,20233.952301,1385759.04934
282,20234.002301,1322199.36053
282,20234.052301,1351253.30495
282,20234.102301,1444274.36299
282,20234.152301,1412003.33528
